11.17	0.942833	0.93
13.59	0.94175	0.924
16.62	0.940476	0.915
20.31	0.939696	0.91
24.72	0.937918	0.9
30.37	0.936768	0.89
37.13	0.934402	0.8766
45.18	0.932258	0.86
55.5	0.929393	0.846
67.54	0.925451	0.825
83.19	0.922372	0.806
100.95	0.917824	0.8
123.43	0.909612	0.7755
150.91	0.902437	0.7478
182.78	0.900502	0.7548

